2022-12-01 18:44:41.413:   WARNING: Cannot create remote cache directory //assetcache/assetcache/assetcache_wot/
2022-12-01 18:45:09.109:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/animations/SittingIdle01_Idle_A.anim_processed retrieved from cache file: W:\.assetcache_wot\E3\28\E3289C3D23CABEB034866F97E2D6BE3B_SittingIdle01_Idle_A.anim_processed
2022-12-01 18:45:09.109:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/animations/SittingIdle01_Idle_A.anim_processed retrieved from cache file: W:\.assetcache_wot\E3\28\E3289C3D23CABEB034866F97E2D6BE3B_SittingIdle01_Idle_A.anim_processed
2022-12-01 18:45:09.113:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/Soldier_NoJacket_Face_Blonde_AM.dds retrieved from cache file: W:\.assetcache_wot\83\75\837510096FFCD417CDC50C4363973E5D_Soldier_NoJacket_Face_Blonde_AM.dds
2022-12-01 18:45:09.113:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/Soldier_NoJacket_Face_ANM.dds retrieved from cache file: W:\.assetcache_wot\5F\0A\5F0A0808E25F7C5E8A72F34100432198_Soldier_NoJacket_Face_ANM.dds
2022-12-01 18:45:09.113:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/Soldier_NoJacket_Face_GMM.dds retrieved from cache file: W:\.assetcache_wot\4B\A9\4BA9A349B0095FA6D5E74E4C28E96DCB_Soldier_NoJacket_Face_GMM.dds
2022-12-01 18:45:09.113:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/Soldier_NoJacket_Face_Blonde_AM.dds retrieved from cache file: W:\.assetcache_wot\83\75\837510096FFCD417CDC50C4363973E5D_Soldier_NoJacket_Face_Blonde_AM.dds
2022-12-01 18:45:09.114:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/Soldier_NoJacket_Face_ANM.dds retrieved from cache file: W:\.assetcache_wot\5F\0A\5F0A0808E25F7C5E8A72F34100432198_Soldier_NoJacket_Face_ANM.dds
2022-12-01 18:45:09.114:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/Soldier_NoJacket_Face_GMM.dds retrieved from cache file: W:\.assetcache_wot\4B\A9\4BA9A349B0095FA6D5E74E4C28E96DCB_Soldier_NoJacket_Face_GMM.dds
2022-12-01 18:45:09.114:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/Soldier_NoJacket_greenPants_Body_AM.dds retrieved from cache file: W:\.assetcache_wot\B6\B7\B6B719FACD6D1E3FA2952C40D7729425_Soldier_NoJacket_greenPants_Body_AM.dds
2022-12-01 18:45:09.114:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/Soldier_NoJacket_Body_ANM.dds retrieved from cache file: W:\.assetcache_wot\E9\31\E9312129E16F0249071F79D3FBD7BC21_Soldier_NoJacket_Body_ANM.dds
2022-12-01 18:45:09.114:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/Soldier_NoJacket_Body_GMM.dds retrieved from cache file: W:\.assetcache_wot\CF\44\CF4435E69754364D00665CA4EFE3AA7B_Soldier_NoJacket_Body_GMM.dds
2022-12-01 18:45:09.114:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/Soldier_NoJacket_greenPants_Body_AM.dds retrieved from cache file: W:\.assetcache_wot\B6\B7\B6B719FACD6D1E3FA2952C40D7729425_Soldier_NoJacket_greenPants_Body_AM.dds
2022-12-01 18:45:09.114:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/Soldier_NoJacket_Body_ANM.dds retrieved from cache file: W:\.assetcache_wot\E9\31\E9312129E16F0249071F79D3FBD7BC21_Soldier_NoJacket_Body_ANM.dds
2022-12-01 18:45:09.114:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/Soldier_NoJacket_Body_GMM.dds retrieved from cache file: W:\.assetcache_wot\CF\44\CF4435E69754364D00665CA4EFE3AA7B_Soldier_NoJacket_Body_GMM.dds
2022-12-01 18:45:09.115:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/Soldier_NoJacket_Face_Blonde_AM.dds retrieved from cache file: W:\.assetcache_wot\83\75\837510096FFCD417CDC50C4363973E5D_Soldier_NoJacket_Face_Blonde_AM.dds
2022-12-01 18:45:09.115:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/Soldier_NoJacket_Face_ANM.dds retrieved from cache file: W:\.assetcache_wot\5F\0A\5F0A0808E25F7C5E8A72F34100432198_Soldier_NoJacket_Face_ANM.dds
2022-12-01 18:45:09.115:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/Soldier_NoJacket_Face_GMM.dds retrieved from cache file: W:\.assetcache_wot\4B\A9\4BA9A349B0095FA6D5E74E4C28E96DCB_Soldier_NoJacket_Face_GMM.dds
2022-12-01 18:45:09.115:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/Soldier_NoJacket_Face_Blonde_AM.dds retrieved from cache file: W:\.assetcache_wot\83\75\837510096FFCD417CDC50C4363973E5D_Soldier_NoJacket_Face_Blonde_AM.dds
2022-12-01 18:45:09.115:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/Soldier_NoJacket_Face_ANM.dds retrieved from cache file: W:\.assetcache_wot\5F\0A\5F0A0808E25F7C5E8A72F34100432198_Soldier_NoJacket_Face_ANM.dds
2022-12-01 18:45:09.115:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/Soldier_NoJacket_Face_GMM.dds retrieved from cache file: W:\.assetcache_wot\4B\A9\4BA9A349B0095FA6D5E74E4C28E96DCB_Soldier_NoJacket_Face_GMM.dds
2022-12-01 18:45:09.115:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/Soldier_NoJacket_greenPants_Body_AM.dds retrieved from cache file: W:\.assetcache_wot\B6\B7\B6B719FACD6D1E3FA2952C40D7729425_Soldier_NoJacket_greenPants_Body_AM.dds
2022-12-01 18:45:09.115:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/Soldier_NoJacket_Body_ANM.dds retrieved from cache file: W:\.assetcache_wot\E9\31\E9312129E16F0249071F79D3FBD7BC21_Soldier_NoJacket_Body_ANM.dds
2022-12-01 18:45:09.115:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/Soldier_NoJacket_Body_GMM.dds retrieved from cache file: W:\.assetcache_wot\CF\44\CF4435E69754364D00665CA4EFE3AA7B_Soldier_NoJacket_Body_GMM.dds
2022-12-01 18:45:09.115:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/Soldier_NoJacket_greenPants_Body_AM.dds retrieved from cache file: W:\.assetcache_wot\B6\B7\B6B719FACD6D1E3FA2952C40D7729425_Soldier_NoJacket_greenPants_Body_AM.dds
2022-12-01 18:45:09.115:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/Soldier_NoJacket_Body_ANM.dds retrieved from cache file: W:\.assetcache_wot\E9\31\E9312129E16F0249071F79D3FBD7BC21_Soldier_NoJacket_Body_ANM.dds
2022-12-01 18:45:09.115:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/Soldier_NoJacket_Body_GMM.dds retrieved from cache file: W:\.assetcache_wot\CF\44\CF4435E69754364D00665CA4EFE3AA7B_Soldier_NoJacket_Body_GMM.dds
2022-12-01 18:45:09.116:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/Soldier_NoJacket_Face_Blonde_AM.dds retrieved from cache file: W:\.assetcache_wot\83\75\837510096FFCD417CDC50C4363973E5D_Soldier_NoJacket_Face_Blonde_AM.dds
2022-12-01 18:45:09.116:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/Soldier_NoJacket_Face_ANM.dds retrieved from cache file: W:\.assetcache_wot\5F\0A\5F0A0808E25F7C5E8A72F34100432198_Soldier_NoJacket_Face_ANM.dds
2022-12-01 18:45:09.116:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/Soldier_NoJacket_Face_GMM.dds retrieved from cache file: W:\.assetcache_wot\4B\A9\4BA9A349B0095FA6D5E74E4C28E96DCB_Soldier_NoJacket_Face_GMM.dds
2022-12-01 18:45:09.116:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/Soldier_NoJacket_Face_Blonde_AM.dds retrieved from cache file: W:\.assetcache_wot\83\75\837510096FFCD417CDC50C4363973E5D_Soldier_NoJacket_Face_Blonde_AM.dds
2022-12-01 18:45:09.116:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/Soldier_NoJacket_Face_ANM.dds retrieved from cache file: W:\.assetcache_wot\5F\0A\5F0A0808E25F7C5E8A72F34100432198_Soldier_NoJacket_Face_ANM.dds
2022-12-01 18:45:09.116:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/Soldier_NoJacket_Face_GMM.dds retrieved from cache file: W:\.assetcache_wot\4B\A9\4BA9A349B0095FA6D5E74E4C28E96DCB_Soldier_NoJacket_Face_GMM.dds
2022-12-01 18:45:09.116:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/Soldier_NoJacket_greenPants_Body_AM.dds retrieved from cache file: W:\.assetcache_wot\B6\B7\B6B719FACD6D1E3FA2952C40D7729425_Soldier_NoJacket_greenPants_Body_AM.dds
2022-12-01 18:45:09.116:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/Soldier_NoJacket_Body_ANM.dds retrieved from cache file: W:\.assetcache_wot\E9\31\E9312129E16F0249071F79D3FBD7BC21_Soldier_NoJacket_Body_ANM.dds
2022-12-01 18:45:09.116:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/Soldier_NoJacket_Body_GMM.dds retrieved from cache file: W:\.assetcache_wot\CF\44\CF4435E69754364D00665CA4EFE3AA7B_Soldier_NoJacket_Body_GMM.dds
2022-12-01 18:45:09.116:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/Soldier_NoJacket_greenPants_Body_AM.dds retrieved from cache file: W:\.assetcache_wot\B6\B7\B6B719FACD6D1E3FA2952C40D7729425_Soldier_NoJacket_greenPants_Body_AM.dds
2022-12-01 18:45:09.116:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/Soldier_NoJacket_Body_ANM.dds retrieved from cache file: W:\.assetcache_wot\E9\31\E9312129E16F0249071F79D3FBD7BC21_Soldier_NoJacket_Body_ANM.dds
2022-12-01 18:45:09.116:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/Soldier_NoJacket_Body_GMM.dds retrieved from cache file: W:\.assetcache_wot\CF\44\CF4435E69754364D00665CA4EFE3AA7B_Soldier_NoJacket_Body_GMM.dds
2022-12-01 18:45:09.129:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/animations/StandingIdle03_Idle_A.anim_processed retrieved from cache file: W:\.assetcache_wot\CB\4C\CB4C20839C95CD9865D40283FA14A3E1_StandingIdle03_Idle_A.anim_processed
2022-12-01 18:45:09.129: 1165>  INFO: WG::ContentAddressableCache::doWriteToCache: failed to create cache directory '\\assetcache\assetcache\assetcache_wot\18\5D\185D1D1C62CF30896D53B8D456D68BB7_DrinkingTea_Stance_NicingLog.fbx_395E990C74EA0E51_plus_secondarydeps' (The network path was not found.)
2022-12-01 18:45:09.129: 1165>  INFO: CACHE Local Write: content/Hangars/CharacterAnimations/Soldier_NoJacket/animations/DrinkingTea_Stance_NicingLog.fbx_395E990C74EA0E51_plus_secondarydeps written to: W:\.assetcache_wot\18\5D\185D1D1C62CF30896D53B8D456D68BB7_DrinkingTea_Stance_NicingLog.fbx_395E990C74EA0E51_plus_secondarydeps
2022-12-01 18:45:09.129: 1165>  INFO: DONE: Task Completed
2022-12-01 18:45:09.132:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/animations/DrinkingTea_Stance_NicingLog.anim_processed retrieved from cache file: W:\.assetcache_wot\31\A3\31A3B858F1642BF99005E954EE81E073_DrinkingTea_Stance_NicingLog.anim_processed
2022-12-01 18:45:09.133:   INFO:   Created task: virtual://p:/temp/lite_ue_1.19/res/content/hangars/characteranimations/soldier_nojacket/animations/standingidle03_idle_b.fbx?fbxconverter
2022-12-01 18:45:09.134: 1172>  INFO: Processing new task: virtual://P:/temp/lite_ue_1.19/res/content/Hangars/CharacterAnimations/Soldier_NoJacket/animations/StandingIdle03_Idle_B.fbx?FbxConverter
2022-12-01 18:45:09.134: 1172>  INFO: Checking primary dependencies...
2022-12-01 18:45:09.134: 1172>  INFO:   Primary dependencies out of date
2022-12-01 18:45:09.134: 1172>  INFO: Autodesk FBX SDK version 2019.0 Release (b92b15b23)
2022-12-01 18:45:09.135: 1172>  INFO:     Creating dependencies...
2022-12-01 18:45:09.135: 1172>  INFO: Processing secondary dependencies...
2022-12-01 18:45:09.135: 1172>  INFO: Checking conversion...
2022-12-01 18:45:09.136: 1172>  INFO:   Dependencies out of date
2022-12-01 18:45:09.136: 1172>  INFO:     Converting task...
2022-12-01 18:45:09.136:   INFO:   Created task: virtual://p:/temp/lite_ue_1.19/res/content/hangars/characteranimations/soldier_nojacket/animations/drinkingtea_stance_backtostance.fbx?fbxconverter
2022-12-01 18:45:09.138: 1173>  INFO: Processing new task: virtual://P:/temp/lite_ue_1.19/res/content/Hangars/CharacterAnimations/Soldier_NoJacket/animations/DrinkingTea_Stance_BackToStance.fbx?FbxConverter
2022-12-01 18:45:09.138: 1173>  INFO: Checking primary dependencies...
2022-12-01 18:45:09.138: 1173>  INFO:   Primary dependencies out of date
2022-12-01 18:45:09.143: 1172>  INFO: FBX file format version for this FBX SDK is 7.5.0
2022-12-01 18:45:09.143: 1172>  INFO: FBX file format version for file 'P:/temp/lite_ue_1.19/res/content/Hangars/CharacterAnimations/Soldier_NoJacket/animations/StandingIdle03_Idle_B.fbx' is 7.5.0

2022-12-01 18:45:09.343: 1173>  INFO: Autodesk FBX SDK version 2019.0 Release (b92b15b23)
2022-12-01 18:45:09.344: 1173>  INFO:     Creating dependencies...
2022-12-01 18:45:09.344: 1173>  INFO: Processing secondary dependencies...
2022-12-01 18:45:09.344: 1173>  INFO: Checking conversion...
2022-12-01 18:45:09.345: 1173>  INFO:   Dependencies out of date
2022-12-01 18:45:09.345: 1173>  INFO:     Converting task...
2022-12-01 18:45:09.350: 1167>  INFO:   virtual://P:/temp/lite_ue_1.19/res/content/Hangars/CharacterAnimations/Soldier_NoJacket/animations/StandingIdle02_Idle_B.fbx?FbxConverter ->
2022-12-01 18:45:09.350: 1167>  INFO:       P:/res/.jit/output/content/Hangars/CharacterAnimations/Soldier_NoJacket/animations/StandingIdle02_Idle_B.anim_processed
2022-12-01 18:45:09.356: 1167>  INFO: WG::ContentAddressableCache::doWriteToCache: failed to create cache directory '\\assetcache\assetcache\assetcache_wot\27\13\271394A18ED06351E986900664412235_StandingIdle02_Idle_B.anim_processed' (The network path was not found.)
2022-12-01 18:45:09.356: 1167>  INFO: CACHE Local Write: content/Hangars/CharacterAnimations/Soldier_NoJacket/animations/StandingIdle02_Idle_B.anim_processed written to: W:\.assetcache_wot\27\13\271394A18ED06351E986900664412235_StandingIdle02_Idle_B.anim_processed
2022-12-01 18:45:09.356: 1173>  INFO: FBX file format version for this FBX SDK is 7.5.0
2022-12-01 18:45:09.356: 1173>  INFO: FBX file format version for file 'P:/temp/lite_ue_1.19/res/content/Hangars/CharacterAnimations/Soldier_NoJacket/animations/DrinkingTea_Stance_BackToStance.fbx' is 6.1.0

2022-12-01 18:45:09.359: 1167>  INFO: WG::ContentAddressableCache::doWriteToCache: failed to create cache directory '\\assetcache\assetcache\assetcache_wot\B2\30\B2302BC367B62DA53C648CDB7C613994_StandingIdle02_Idle_B.fbx_395E990C74EA0E51_plus_secondarydeps' (The network path was not found.)
2022-12-01 18:45:09.359: 1167>  INFO: CACHE Local Write: content/Hangars/CharacterAnimations/Soldier_NoJacket/animations/StandingIdle02_Idle_B.fbx_395E990C74EA0E51_plus_secondarydeps written to: W:\.assetcache_wot\B2\30\B2302BC367B62DA53C648CDB7C613994_StandingIdle02_Idle_B.fbx_395E990C74EA0E51_plus_secondarydeps
2022-12-01 18:45:09.359: 1167>  INFO: DONE: Task Completed
2022-12-01 18:45:09.484:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/animations/StandingIdle02_Idle_B.anim_processed retrieved from cache file: W:\.assetcache_wot\27\13\271394A18ED06351E986900664412235_StandingIdle02_Idle_B.anim_processed
2022-12-01 18:45:09.486:   INFO:   Created task: virtual://p:/temp/lite_ue_1.19/res/content/hangars/characteranimations/soldier_nojacket/animations/standingidle02_a_to_b.fbx?fbxconverter
2022-12-01 18:45:09.490: 1174>  INFO: Processing new task: virtual://P:/temp/lite_ue_1.19/res/content/Hangars/CharacterAnimations/Soldier_NoJacket/animations/StandingIdle02_A_to_B.fbx?FbxConverter
2022-12-01 18:45:09.490: 1174>  INFO: Checking primary dependencies...
2022-12-01 18:45:09.490: 1174>  INFO:   Primary dependencies out of date
2022-12-01 18:45:09.490: 1174>  INFO: Autodesk FBX SDK version 2019.0 Release (b92b15b23)
2022-12-01 18:45:09.490: 1174>  INFO:     Creating dependencies...
2022-12-01 18:45:09.490: 1174>  INFO: Processing secondary dependencies...
2022-12-01 18:45:09.490: 1174>  INFO: Checking conversion...
2022-12-01 18:45:09.491: 1174>  INFO:   Dependencies out of date
2022-12-01 18:45:09.491: 1174>  INFO:     Converting task...
2022-12-01 18:45:09.497: 1174>  INFO: FBX file format version for this FBX SDK is 7.5.0
2022-12-01 18:45:09.497: 1174>  INFO: FBX file format version for file 'P:/temp/lite_ue_1.19/res/content/Hangars/CharacterAnimations/Soldier_NoJacket/animations/StandingIdle02_A_to_B.fbx' is 7.5.0

2022-12-01 18:45:09.675: 1173>  INFO:   virtual://P:/temp/lite_ue_1.19/res/content/Hangars/CharacterAnimations/Soldier_NoJacket/animations/DrinkingTea_Stance_BackToStance.fbx?FbxConverter ->
2022-12-01 18:45:09.675: 1173>  INFO:       P:/res/.jit/output/content/Hangars/CharacterAnimations/Soldier_NoJacket/animations/DrinkingTea_Stance_BackToStance.anim_processed
2022-12-01 18:45:09.679: 1173>  INFO: WG::ContentAddressableCache::doWriteToCache: failed to create cache directory '\\assetcache\assetcache\assetcache_wot\35\BD\35BD16DF76A15411374BA1657452EAE7_DrinkingTea_Stance_BackToStance.anim_processed' (The network path was not found.)
2022-12-01 18:45:09.679: 1173>  INFO: CACHE Local Write: content/Hangars/CharacterAnimations/Soldier_NoJacket/animations/DrinkingTea_Stance_BackToStance.anim_processed written to: W:\.assetcache_wot\35\BD\35BD16DF76A15411374BA1657452EAE7_DrinkingTea_Stance_BackToStance.anim_processed
2022-12-01 18:45:09.682: 1173>  INFO: WG::ContentAddressableCache::doWriteToCache: failed to create cache directory '\\assetcache\assetcache\assetcache_wot\33\AA\33AAC4309D42F2FAD154860025876A5D_DrinkingTea_Stance_BackToStance.fbx_395E990C74EA0E51_plus_secondarydeps' (The network path was not found.)
2022-12-01 18:45:09.682: 1173>  INFO: CACHE Local Write: content/Hangars/CharacterAnimations/Soldier_NoJacket/animations/DrinkingTea_Stance_BackToStance.fbx_395E990C74EA0E51_plus_secondarydeps written to: W:\.assetcache_wot\33\AA\33AAC4309D42F2FAD154860025876A5D_DrinkingTea_Stance_BackToStance.fbx_395E990C74EA0E51_plus_secondarydeps
2022-12-01 18:45:09.682: 1173>  INFO: DONE: Task Completed
2022-12-01 18:45:09.831: 1172>  INFO:   virtual://P:/temp/lite_ue_1.19/res/content/Hangars/CharacterAnimations/Soldier_NoJacket/animations/StandingIdle03_Idle_B.fbx?FbxConverter ->
2022-12-01 18:45:09.831: 1172>  INFO:       P:/res/.jit/output/content/Hangars/CharacterAnimations/Soldier_NoJacket/animations/StandingIdle03_Idle_B.anim_processed
2022-12-01 18:45:09.835:   INFO: Asset request for content/Hangars/CharacterAnimations/Soldier_NoJacket/animations/DrinkingTea_Stance_BackToStance.anim_processed retrieved from cache file: W:\.assetcache_wot\35\BD\35BD16DF76A15411374BA1657452EAE7_DrinkingTea_Stance_BackToStance.anim_processed
2022-12-01 18:45:09.836: 1172>  INFO: WG::ContentAddressableCache::doWriteToCache: failed to create cache directory '\\assetcache\assetcache\assetcache_wot\91\72\91726BB69FA146D17103751E9480D491_StandingIdle03_Idle_B.anim_processed' (The network path was not found.)
2022-12-01 18:45:09.836: 1172>  INFO: CACHE Local Write: content/Hangars/CharacterAnimations/Soldier_NoJacket/animations/StandingIdle03_Idle_B.anim_processed written to: W:\.assetcache_wot\91\72\91726BB69FA146D17103751E9480D491_StandingIdle03_Idle_B.anim_processed
2022-12-01 18:45:09.839: 1172>  INFO: WG::ContentAddressableCache::doWriteToCache: failed to create cache directory '\\assetcache\assetcache\assetcache_wot\22\82\2282C65435242B9F53EBF03AFA9FAE37_StandingIdle03_Idle_B.fbx_395E990C74EA0E51_plus_secondarydeps' (The network path was not found.)
